Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ28,OUT019,233.37
FDE02,OUT045,1323.01
FDU60,OUT049,2659.55
FDM21,OUT013,3396.67
FDV52,OUT019,284.63
NCW06,OUT013,2670.52
FDX36,OUT035,3654.29
FDT35,OUT027,4250.01
NCL19,OUT010,248.2
NCD31,OUT046,2651.65
FDE53,OUT019,274.13
FDW58,OUT019,198.77
DRF48,OUT046,2425.39
FDW57,OUT035,2512.03
DRH13,OUT017,1167
FDT33,OUT013,2247.63
DRK47,OUT027,5029.94
FDY22,OUT010,250.16
FDC35,OUT019,442.46
FDO03,OUT013,3760.36
FDF24,OUT045,1215.59
FDF56,OUT018,2674.77
FDD28,OUT013,600.22
FDG53,OUT027,3521.66
FDO27,OUT019,241.43
NCF54,OUT018,2275.75
FDC20,OUT027,1232.07
FDU10,OUT046,672.98
DRA24,OUT018,2234.26
FDA02,OUT010,256.35
FDG10,OUT017,626.41
FDW39,OUT010,377.76
FDP04,OUT019,158.76
NCM55,OUT013,2900.02
FDG47,OUT045,3906.96
NCU41,OUT017,2822.61
NCK31,OUT017,730.1
FDZ46,OUT045,1406.48
FDU13,OUT027,3302.29
NCF19,OUT045,639.12
NCJ43,OUT013,2468.9
NCJ05,OUT045,2311
FDS04,OUT027,3193.2
FDX28,OUT010,194.96
FDB41,OUT027,1037.4
FDG53,OUT046,1823.82
FDL15,OUT010,221.83
FDQ08,OUT049,991.5
DRN36,OUT013,1517.5
FDI46,OUT013,3897.51
FDG16,OUT027,4917.4
FDV32,OUT013,1169.33
FDF44,OUT010,178.34
FDK04,OUT018,671.28
NCA41,OUT013,2693.6
FDD51,OUT017,557.16
NCZ53,OUT045,2932.35
FDP01,OUT027,2909.17
FDY25,OUT049,3005.51
FDB17,OUT018,2696.68
NCV54,OUT018,1636.36
FDJ32,OUT017,917.11
FDA37,OUT049,1690.29
FDG35,OUT035,2518.94
NCM05,OUT018,3515.53
FDG45,OUT046,3314.95
FDH28,OUT013,548.23
NCE18,OUT049,3916.06
FDH38,OUT045,1868.3
FDR56,OUT013,2414.8
FDH17,OUT027,2469.41
FDD39,OUT049,3549.01
FDB41,OUT049,828.86
NCR53,OUT046,3244.99
FDX46,OUT017,686.39
FDV28,OUT049,530.32
FDA08,OUT018,2070.23
FDH45,OUT017,613.39
NCS38,OUT010,228.54
FDD40,OUT010,455.13
DRM59,OUT035,2342.78
NCJ43,OUT018,2160.06
NCN29,OUT013,550.11
NCC19,OUT045,3071.23
FDR56,OUT035,2955.81
FDZ43,OUT049,3555.96
FDJ32,OUT010,135.62
DRH03,OUT017,1142.69
NCZ54,OUT035,2618.67
FDE26,OUT017,2354.35
FDS03,OUT045,1137.05
DRZ24,OUT019,305.49
FDO48,OUT027,4215.28
FDW39,OUT049,2297.65
NCK05,OUT049,992.71
NCK30,OUT017,3711.59
FDT27,OUT018,2871.5
FDS08,OUT019,334.49
NCJ19,OUT049,974.16
FDC58,OUT045,625.59
DRE37,OUT013,2652.03
FDW02,OUT035,2215.22
FDJ02,OUT010,271.83
FDX09,OUT045,2749.23
FDT31,OUT010,345.56
FDI24,OUT049,2542.47
FDY09,OUT045,2510.57
FDV28,OUT045,576.36
DRM47,OUT049,2905.3
FDT52,OUT019,427.81
FDI48,OUT018,693.95
FDY55,OUT017,4292.97
FDU48,OUT013,1372.17
FDN25,OUT045,546.51
FDP20,OUT049,1713.67
FDJ15,OUT013,3115.48
FDD04,OUT018,1574.46
FDY58,OUT045,3861.23
FDR37,OUT018,2921.31
FDF44,OUT013,1639.35
FDD32,OUT045,1090.34
FDR57,OUT017,1962.61
DRG39,OUT027,1889.79
FDX15,OUT017,2200.05
DRN37,OUT045,2112.49
FDW40,OUT027,3690.45
FDB32,OUT049,1185.12
FDM40,OUT018,1999.9
FDE39,OUT027,2395.39
DRH49,OUT017,826.45
FDT46,OUT049,708.25
NCF06,OUT035,1678.44
FDP07,OUT017,2772.14
FDC04,OUT013,3588.66
FDZ32,OUT017,1268.68
FDD50,OUT045,2527.44
FDU56,OUT017,2983.42
FDV34,OUT017,954.28
NCY41,OUT013,540.6
NCK18,OUT046,2648.14
DRH25,OUT049,887.1
FDT57,OUT046,3674.26
FDV56,OUT018,924.65
FDV12,OUT045,1615.38
FDN52,OUT017,1008.82
FDX38,OUT035,669.79
FDE47,OUT018,1629.68
NCO07,OUT013,2526.49
FDV09,OUT027,3753.15
FDZ23,OUT019,467.06
DRH51,OUT018,1003.3
NCY54,OUT045,2614.19
DRG49,OUT013,3683.44
NCC19,OUT049,3049.6
NCV53,OUT045,4510.86
FDZ47,OUT019,246.08
NCO26,OUT018,1651.83
NCP02,OUT045,965.23
NCW30,OUT018,1397
NCN55,OUT046,3355.57
FDB20,OUT010,163.66
DRL11,OUT013,2165.15
DRD60,OUT045,2787.32
FDW14,OUT010,182.43
FDL27,OUT010,185.14
FDU09,OUT018,617.31
DRH36,OUT027,2570.14
FDP34,OUT027,3048.6
FDE04,OUT017,2478.6
FDZ57,OUT027,3720.29
FDF02,OUT010,234.53
FDG28,OUT045,3565.61
NCI31,OUT046,483.22
FDT43,OUT013,757.01
FDU20,OUT046,2310.84
FDD53,OUT013,573.21
FDW15,OUT045,2392.49
NCT53,OUT045,2342.67
NCG55,OUT027,2345.95
FDD48,OUT035,1927.62
FDG47,OUT049,3170.05
FDI21,OUT017,1242.56
FDT27,OUT017,3584.71
DRO35,OUT013,1754.89
FDD33,OUT017,3371.22
FDC04,OUT035,3452.73
FDY34,OUT013,2314.5
DRJ49,OUT049,1865.03
FDE05,OUT049,2429
FDU31,OUT017,3409.26
NCN19,OUT027,3521.8
FDK56,OUT027,5833.11
FDK58,OUT017,1776.1
NCJ42,OUT035,1587.47
FDZ34,OUT027,5351.69
FDA52,OUT018,2162.7
NCR29,OUT013,618.93
FDT48,OUT035,2719.85
DRJ51,OUT019,673.6
NCS54,OUT046,3135.91
FDV01,OUT035,2441.7
DRG51,OUT027,3465.98
NCG42,OUT013,1741.34
FDA51,OUT049,1572.98
FDV19,OUT010,314.9
NCT18,OUT045,2908.94
NCS41,OUT045,2877.64
FDO03,OUT046,3809.65
FDL12,OUT010,246.5
FDY37,OUT010,230
FDI58,OUT049,1482.23
FDT28,OUT018,1774.01
NCC42,OUT010,280.64
FDO01,OUT017,2135.07
FDJ02,OUT013,2000.24
FDQ04,OUT018,298.33
DRL47,OUT013,1608.47
FDZ32,OUT035,1265.44
FDC35,OUT035,2830.61
FDX14,OUT045,1220.91
FDZ35,OUT013,1381.22
FDL14,OUT013,2053.38
FDO04,OUT049,1008.16
DRK11,OUT017,2087.06
FDB44,OUT018,2962.53
FDZ50,OUT049,2895.44
FDI12,OUT027,2484.55
FDU43,OUT017,3458.47
FDD58,OUT010,189.99
FDB27,OUT017,2614.24
FDB04,OUT018,1093.5
NCO17,OUT013,1662.52
FDL12,OUT017,780.22
DRJ13,OUT049,2496.85
FDD57,OUT045,1232.37
FDW19,OUT035,1366.78
DRD27,OUT018,1157.01
FDH27,OUT027,3751.07
NCW30,OUT027,6679.95
FDR40,OUT018,702.66
FDG05,OUT013,2216.01
NCY41,OUT019,57.74
FDI38,OUT018,2790.32
FDR20,OUT046,644.06
FDE09,OUT017,1296.77
FDN50,OUT019,212.78
DRF27,OUT045,2465.71
DRF51,OUT013,604.38
NCO02,OUT019,136.66
FDB51,OUT027,1607.03
FDJ50,OUT013,668.11
FDN52,OUT013,1079.62
FDX14,OUT013,1220.47
FDT27,OUT019,574.05
FDV10,OUT013,659.16
FDU33,OUT046,607.55
FDU58,OUT046,3151.96
NCP42,OUT027,4651.59
FDL51,OUT027,5015.18
DRH15,OUT027,941.63
FDU16,OUT017,1187.42
FDW15,OUT017,2353.46
FDQ44,OUT045,1993.95
NCI06,OUT027,3804.19
DRK23,OUT019,411.59
FDC28,OUT035,1431.7
NCY17,OUT019,61.94
NCV05,OUT018,2231.27
FDM34,OUT019,340.54
DRD60,OUT027,4457.29
FDT38,OUT046,1325.44
FDQ57,OUT018,2240.31
FDE59,OUT027,935.56
NCM43,OUT046,2533.31
DRI51,OUT049,2418.23
NCG30,OUT017,1716.13
NCK54,OUT035,1925.59
FDQ16,OUT019,217.19
FDI36,OUT013,2501.22
FDX16,OUT027,3027.22
FDA34,OUT046,2842.51
FDJ48,OUT018,2663.99
FDU47,OUT035,1698.98
FDS39,OUT046,1585.16
FDD11,OUT046,3194.5
FDM16,OUT027,2342.75
FDU56,OUT018,2923.78
FDQ32,OUT017,1582.95
DRK35,OUT013,701.44
FDA58,OUT049,3439.61
DRG48,OUT019,352.52
FDT59,OUT010,440.35
FDQ31,OUT019,176.68
FDS51,OUT018,664.03
FDW32,OUT027,2193.42
FDI15,OUT027,6789.14
NCV30,OUT017,879.16
DRG25,OUT049,3014.72
FDT02,OUT013,453.27
FDO33,OUT027,3548.73
FDP38,OUT035,628.62
FDZ45,OUT035,2582.03
NCA54,OUT027,3971.42
FDU33,OUT017,757.55
FDN58,OUT017,3519.23
FDI05,OUT045,1195.08
FDM57,OUT019,125.18
NCS42,OUT027,2394.73
FDB57,OUT045,3647.71
FDC03,OUT045,2649.08
FDZ58,OUT013,1957.76
NCK29,OUT045,1947.11
NCR53,OUT045,3678.3
FDE26,OUT027,3134.19
FDU52,OUT049,2305.2
FDE41,OUT027,2283.19
FDU38,OUT018,2623.43
FDA52,OUT017,2229.96
FDW46,OUT046,1062.08
DRI59,OUT035,3447.78
FDT38,OUT035,1201.08
FDL33,OUT018,2859.52
FDQ01,OUT027,7903.57
FDJ08,OUT046,2829.97
FDQ47,OUT049,661.4
NCZ18,OUT013,3783.03
FDE29,OUT017,885.15
FDF10,OUT027,3041.56
FDC48,OUT049,1303.12
FDY58,OUT013,3787.35
NCX30,OUT010,617.47
FDV11,OUT013,2498.07
FDT46,OUT046,658.47
DRD01,OUT019,99.41
FDQ11,OUT013,3361.39
NCM41,OUT017,1225.27
NCC55,OUT013,569.81
FDG45,OUT027,4616.27
NCQ54,OUT049,2422.68
FDM34,OUT045,1843.47
FDD17,OUT019,501.47
FDN38,OUT027,6937.36
FDB53,OUT018,1731.1
NCL06,OUT035,3786.76
NCV18,OUT019,151.78
FDX25,OUT013,2875.97
FDB39,OUT046,787.76
FDC33,OUT049,2666.8
NCO14,OUT018,452.13
FDA58,OUT027,5521.83
NCQ02,OUT017,2541.97
NCR53,OUT017,3439.69
FDN52,OUT046,1110.59
FDG26,OUT046,3723.41
FDE23,OUT027,1057.38
DRI37,OUT013,750.59
DRH37,OUT018,2378.82
FDO01,OUT035,2106.61
FDK45,OUT049,1995.96
FDP23,OUT049,3374.67
FDM33,OUT035,3553.52
FDD36,OUT017,2027.93
FDL56,OUT017,1083.4
FDT27,OUT010,573.54
FDG52,OUT017,593.99
NCL42,OUT035,3971.06
DRJ24,OUT046,2532.8
FDV38,OUT046,741.24
FDT35,OUT045,2643.46
FDY51,OUT045,3357.85
FDC37,OUT017,1448.21
NCP43,OUT013,2900.16
FDO33,OUT045,1612.08
FDW04,OUT018,1591.34
NCC31,OUT046,2152.34
FDK22,OUT049,3253.96
FDJ50,OUT017,870.59
FDV13,OUT017,1366.05
DRL60,OUT017,2036.64
FDW03,OUT017,1664.31
FDY27,OUT035,1821.77
FDB39,OUT027,1430.87
FDU59,OUT045,2292.03
FDZ57,OUT049,1840.65
FDO21,OUT049,2289.99
FDS43,OUT018,2452.18
FDU28,OUT010,470.05
FDC51,OUT010,200.63
FDW16,OUT010,138.15
FDP32,OUT010,166.13
FDB60,OUT019,363.68
NCQ30,OUT046,1751.43
FDD26,OUT049,3154.12
FDI44,OUT045,1101.8
DRH23,OUT046,836.96
FDO44,OUT046,1591.19
FDG04,OUT046,2705.62
FDM32,OUT027,3010.62
FDM09,OUT013,2551.57
FDZ47,OUT013,1383.25
FDM40,OUT027,3599.24
FDY48,OUT017,1451.3
NCM30,OUT045,653.79
FDX36,OUT010,333.29
DRF03,OUT017,558.06
FDN51,OUT049,4004.89
FDM57,OUT049,1005.47
FDB35,OUT049,1376.2
FDY13,OUT027,2699.65
FDA37,OUT017,1732.57
NCX53,OUT017,1738.21
FDD59,OUT018,891.01
FDX10,OUT019,66.21
FDC03,OUT018,2598.56
FDW43,OUT035,3383.3
FDW10,OUT046,2165.5
FDY14,OUT027,5057.51
FDV43,OUT045,600.01
FDO40,OUT013,2186.39
FDP46,OUT027,2323
NCE43,OUT019,223.95
FDD05,OUT035,2374.99
FDJ60,OUT010,357.3
DRE27,OUT018,1191.9
FDO11,OUT035,4134.83
DRG11,OUT027,2429.5
FDK33,OUT010,375.44
DRM23,OUT045,2215.82
FDJ02,OUT027,3690.92
NCZ05,OUT045,1438.47
NCL30,OUT013,1632.88
FDZ19,OUT018,2027.85
FDM45,OUT049,1973.87
FDO36,OUT046,2283.73
NCK31,OUT045,658.61
DRJ37,OUT045,2303.69
FDP24,OUT018,1709.7
FDF46,OUT013,1381.9
FDX46,OUT019,73.71
NCL18,OUT045,2813.6
FDJ26,OUT013,3322.41
FDJ07,OUT045,1794.04
FDY15,OUT013,2264.48
DRG01,OUT045,1052.03
FDF58,OUT045,975.67
FDZ14,OUT019,209.53
FDP31,OUT049,771.68
FDH45,OUT013,574.91
FDA09,OUT010,398.14
FDW31,OUT035,2142.1
FDA57,OUT046,596.69
NCE55,OUT035,2506.77
FDC17,OUT019,502.52
FDC59,OUT013,746.35
FDA22,OUT013,2647.8
FDK52,OUT035,3421.12
NCM26,OUT046,2158.92
NCT53,OUT035,2220.3
FDW45,OUT018,2199.98
NCI18,OUT035,2196.84
FDE38,OUT018,2324.75
FDF08,OUT019,202.28
FDY58,OUT010,633.61
FDF58,OUT019,141.07
FDX39,OUT017,3610.59
FDB44,OUT049,2228.89
FDF28,OUT013,1661.71
FDE39,OUT013,1572.67
FDT37,OUT018,3168.95
FDZ45,OUT017,3282.02
FDO40,OUT035,2317.98
FDM57,OUT027,1938.7
DRG36,OUT017,2627.03
FDY36,OUT010,204.3
DRL60,OUT027,3232.55
FDS25,OUT019,297.26
DRF49,OUT027,2845.86
FDP16,OUT045,4061.14
FDS60,OUT049,2119.33
FDU15,OUT027,998.84
FDK43,OUT046,2032.88
FDN25,OUT046,525.09
FDE53,OUT049,1157.91
FDB22,OUT013,2077.28
FDE39,OUT017,2200.26
FDX35,OUT035,3418.59
NCG54,OUT049,2513.83
FDH27,OUT035,2203.19
NCK42,OUT013,2057.08
FDS25,OUT049,1652.23
FDI10,OUT018,2442.32
FDU35,OUT035,1652.03
FDI04,OUT017,3029.5
DRK23,OUT035,4567.8
FDB53,OUT019,264.32
FDY02,OUT049,3728.88
FDM60,OUT035,664.24
NCJ31,OUT010,568.58
DRP35,OUT017,1873.96
NCQ30,OUT018,1318.94
DRL11,OUT010,297.81
FDU01,OUT013,3113.69
FDR39,OUT035,3096.69
FDO08,OUT046,2272.98
FDC02,OUT045,3758.42
NCZ29,OUT035,1863.67
FDF29,OUT010,203.88
FDZ23,OUT017,2930.68
NCU53,OUT018,2197.84
NCW30,OUT013,2154.24
NCM26,OUT027,4066.06
FDV50,OUT027,2958.01
FDW15,OUT049,2460.02
FDI35,OUT027,4866.89
FDO11,OUT017,4146.65
FDN48,OUT046,1502.74
NCA17,OUT049,2040.45
NCN54,OUT013,741.37
FDP22,OUT013,590.24
NCB54,OUT035,1748.58
FDD08,OUT045,622.59
DRM48,OUT010,97.11
FDG41,OUT027,2956.68
FDE44,OUT027,1547.49
FDE26,OUT035,2686.15
NCS38,OUT013,1423.18
NCJ54,OUT018,3009.32
FDI40,OUT019,233.42
FDN45,OUT018,3610.84
FDU43,OUT046,3396.06
FDI04,OUT010,346.14
NCC07,OUT018,1153.28
NCC07,OUT019,237.43
NCD18,OUT045,3591.31
FDU55,OUT035,4164.75
FDX59,OUT035,547.08
FDR52,OUT049,2704.95
NCP17,OUT013,802.82
FDQ32,OUT045,1638.54
NCT17,OUT049,3011.29
FDO10,OUT049,698.57
FDE32,OUT049,454.81
FDN44,OUT045,2765.22
FDH02,OUT035,955.33
FDK60,OUT013,1536.15
FDS24,OUT019,313.21
FDL03,OUT010,609.86
FDB46,OUT027,5026.35
FDO48,OUT049,3456.49
FDZ39,OUT049,1334.13
FDT02,OUT027,972.64
FDC50,OUT013,1504.27
FDP39,OUT035,651.33
DRG15,OUT018,987.02
FDP10,OUT018,1372.14
FDF53,OUT027,3410.83
FDN34,OUT045,2710.53
FDK02,OUT045,1842.33
FDC23,OUT045,2894.88
FDJ10,OUT019,268.94
FDE53,OUT035,1158.65
FDR25,OUT035,3594.35
FDW50,OUT046,2244.33
FDS09,OUT049,788.73
FDW49,OUT010,463.34
FDU51,OUT046,2568.99
FDF28,OUT018,1606.68
NCY30,OUT018,2562.64
FDD44,OUT045,4401.35
FDX09,OUT017,2605.63
NCF30,OUT013,1800.28
FDZ50,OUT019,547.94
FDW37,OUT013,1398.5
FDD11,OUT049,3499.94
DRH39,OUT018,803.87
FDA36,OUT049,2191.46
NCG43,OUT049,1347.3
FDF02,OUT035,1651.32
FDP57,OUT027,2368.56
NCE42,OUT017,2803.15
NCR38,OUT027,6896.1
FDP03,OUT019,300.2
FDO51,OUT035,663.05
NCQ42,OUT046,1674.62
NCM41,OUT046,1182.38
FDH48,OUT027,1891.19
DRF60,OUT046,3549.43
FDJ27,OUT035,1427.82
FDQ14,OUT013,2098.62
FDN27,OUT017,1682.57
NCQ02,OUT046,2496.01
FDJ33,OUT049,1907.66
FDP07,OUT027,5877.11
DRE01,OUT049,3644.09
FDU36,OUT045,1602.39
FDL28,OUT017,3721.51
NCX53,OUT046,2377.14
FDZ39,OUT013,1322.02
NCP42,OUT013,2363.21
FDJ14,OUT035,1197.67
FDK04,OUT049,842.31
NCC19,OUT017,2702.66
FDS09,OUT018,624.74
FDZ02,OUT046,1017.27
FDD35,OUT018,1443.68
NCY42,OUT017,2249.45
FDB05,OUT045,3043.47
FDF20,OUT035,2777.28
NCO41,OUT018,1208.26
FDC40,OUT027,1768.57
FDV58,OUT045,2563.34
FDZ57,OUT045,1446.17
DRM35,OUT046,2644.76
DRN36,OUT018,1309.32
FDQ13,OUT046,1076.01
DRO35,OUT010,243.41
NCD43,OUT035,1549.88
FDA51,OUT018,1419.22
NCX17,OUT027,5494.49
NCZ17,OUT049,682.16
FDR11,OUT027,3257.18
FDW34,OUT049,3756.6
FDN50,OUT017,1214.16
FDS09,OUT046,725.93
FDS48,OUT018,1947.62
FDL44,OUT049,2543.52
DRF48,OUT018,2259.12
FDA14,OUT018,1534.86
NCD30,OUT049,1293.89
FDI16,OUT017,815.15
NCG06,OUT035,3298.31
DRZ24,OUT035,2092.57
NCS17,OUT045,1329.82
FDB37,OUT045,3956.47
FDE10,OUT035,1862.21
FDC57,OUT045,2655.43
FDM12,OUT018,2710.05
FDE24,OUT049,1519.94
FDW22,OUT045,3569.4
DRD01,OUT027,1189.42
NCZ18,OUT027,7335.1
FDN49,OUT045,582.87
FDR22,OUT035,2217.64
FDV08,OUT019,64.63
FDY39,OUT046,3090.28
FDV36,OUT049,2455.1
FDO60,OUT045,611.41
FDU04,OUT027,3521.94
FDR20,OUT027,1248.19
FDW19,OUT019,230.69
FDU40,OUT049,2475.47
FDK15,OUT045,1367.28
DRF15,OUT035,2051.01
FDQ25,OUT017,2228.4
FDI48,OUT019,112.88
FDS49,OUT046,1214.63
FDV22,OUT046,2667.02
NCV42,OUT046,1559.39
FDX26,OUT046,2815.43
FDI33,OUT018,1296.19
FDZ14,OUT049,1826.06
FDG10,OUT013,633.54
FDM38,OUT018,593.85
FDG26,OUT027,6115.36
FDH46,OUT035,1497.48
FDN13,OUT018,1382.88
FDU57,OUT035,2390.73
NCI06,OUT046,2609.95
FDM38,OUT045,939.66
NCG42,OUT010,247.3
FDL39,OUT045,2756.64
FDT31,OUT019,397.79
FDV59,OUT013,3221.54
FDB49,OUT035,1311.82
FDD58,OUT049,1464.71
DRN59,OUT046,637.25
FDX48,OUT049,2073.37
FDQ11,OUT049,3169.37
FDY12,OUT049,913.52
FDQ11,OUT045,3113.43
DRI11,OUT017,1806.99
FDY32,OUT027,3727.14
FDS51,OUT045,846.43
FDR19,OUT010,254.63
DRB13,OUT018,2039.99
FDS21,OUT035,960.37
FDQ40,OUT045,2236.25
NCE55,OUT013,2499.54
FDX43,OUT027,3947.49
FDS12,OUT049,2129.53
DRK01,OUT027,2260.17
FDN25,OUT017,567.72
FDB60,OUT046,2769.77
FDQ13,OUT017,1196.25
DRK13,OUT045,2741.74
DRF25,OUT018,391.21
NCD42,OUT019,65.79
FDW25,OUT045,1011.76
NCV29,OUT027,3585.23
NCK42,OUT035,2072.9
DRJ13,OUT027,3687.33
DRD15,OUT017,3280.92
FDM27,OUT045,2391.68
FDZ50,OUT018,2656.15
FDC04,OUT046,3527.37
FDF50,OUT049,2677.43
FDP15,OUT045,3921.59
FDK46,OUT035,3871.7
FDZ56,OUT018,2369.8
FDY60,OUT049,2352.01
FDB10,OUT035,3585.54
FDR57,OUT045,1919.48
FDU58,OUT049,3050.06
FDH02,OUT046,895.53
FDP48,OUT013,2969.23
FDI46,OUT035,4051.22
FDW56,OUT013,2697.3
NCM19,OUT010,268.34
FDS50,OUT027,4889.22
FDK24,OUT013,601.34
FDO36,OUT017,3043.11
FDK45,OUT027,2324.02
NCL05,OUT045,641.73
FDL32,OUT018,1375.81
FDA28,OUT049,1819.78
FDY36,OUT018,739.95
FDP32,OUT018,1699.91
FDL50,OUT046,1648.6
DRC24,OUT049,2298.38
NCS18,OUT017,1443.18
FDD16,OUT017,1079.49
NCV18,OUT013,1437.31
FDX07,OUT046,2787.14
NCZ05,OUT027,2341.52
NCI31,OUT013,504.72
FDK14,OUT049,1184.33
NCR06,OUT045,649.9
NCF54,OUT049,2484.53
DRG23,OUT010,397.5
FDD53,OUT046,582.24
NCM31,OUT027,3168.96
FDT16,OUT017,4186.75
FDR40,OUT035,879.21
DRG25,OUT017,3156.61
FDT10,OUT035,1012.44
FDY32,OUT013,2417.02
FDN50,OUT035,1147.23
FDZ35,OUT019,231.52
NCP54,OUT045,1962.79
NCD07,OUT035,1453.07
FDS02,OUT018,2494.7
DRN59,OUT018,625.49
DRB24,OUT013,1971.26
FDP37,OUT027,3149.94
DRB01,OUT018,2457.62
FDR47,OUT046,2636.65
NCM31,OUT010,309.3
NCF06,OUT027,5813.73
NCV17,OUT027,3240.25
FDS10,OUT049,2486.36
FDN52,OUT035,1069.58
FDZ48,OUT013,1724.13
FDJ48,OUT049,3737.68
DRB13,OUT027,2300.88
FDV59,OUT017,3120.63
FDL32,OUT035,1411.16
FDZ12,OUT035,1760.52
NCR06,OUT027,559.64
FDP51,OUT017,1985.85
FDY22,OUT013,1486.74
FDZ38,OUT049,3024.52
NCO54,OUT035,1022.27
FDR23,OUT035,2361.99
FDM38,OUT049,904.74
FDS25,OUT013,1764.87
FDZ22,OUT013,1093.93
FDZ20,OUT019,434.8
FDD45,OUT010,167.84
FDN03,OUT049,3736.06
NCW30,OUT046,1851.7
FDY24,OUT027,1345.15
FDJ26,OUT019,479.06
FDM15,OUT049,2218.24
NCW54,OUT027,2097.14
FDA23,OUT045,1687.28
FDA39,OUT019,52.64
FDZ12,OUT017,2672.81
NCB42,OUT046,1823.8
FDL16,OUT046,711.98
FDO24,OUT019,363.62
NCP42,OUT046,2320.12
FDR19,OUT018,1785.76
DRL01,OUT045,3519.65
FDV37,OUT046,1977.79
FDI41,OUT010,266.7
FDF58,OUT049,936.68
NCF43,OUT018,1217.09
FDN02,OUT049,3157.75
NCP41,OUT035,1327.98
NCY17,OUT027,1093.04
FDL58,OUT027,6022.45
NCA30,OUT027,5890.06
FDE46,OUT018,1496.77
FDY38,OUT035,3618.93
NCH29,OUT027,2437.68
FDO20,OUT045,3626.17
FDP44,OUT018,1313.9
FDM02,OUT027,2342.95
FDJ14,OUT027,1990.45
FDH04,OUT010,182.91
DRK23,OUT046,4393.13
NCW05,OUT046,1576.91
FDF12,OUT049,2162.32
FDL51,OUT019,425.85
FDN03,OUT018,3050.48
DRJ37,OUT049,2274.89
FDM12,OUT019,411.19
FDA16,OUT045,3479.66
NCB07,OUT017,2761.88
NCI17,OUT019,224.1
FDR51,OUT046,2018.8
FDJ55,OUT045,3756.89
NCZ17,OUT013,633.74
FDU25,OUT013,763.35
NCG18,OUT045,1330.02
DRM11,OUT017,3504.9
FDH16,OUT035,1450.73
FDZ04,OUT018,624.86
NCX53,OUT035,1762.88
FDX38,OUT027,1364.53
FDX09,OUT046,2689.71
NCW05,OUT018,1314.61
NCS41,OUT017,2896.17
FDI26,OUT046,2107.77
NCZ41,OUT027,3633.07
NCK06,OUT046,1736.15
FDX23,OUT027,1966.79
NCA42,OUT046,2273.96
FDC20,OUT049,922.57
DRC49,OUT018,1835.6
FDX01,OUT013,1544.94
FDC08,OUT045,3500.66
FDC02,OUT017,4072.1
FDK10,OUT045,2238.76
DRC24,OUT013,2310.98
FDW16,OUT019,200.78
NCU06,OUT018,1971.36
DRA59,OUT045,2322.35
FDR24,OUT019,250.47
DRL35,OUT018,444.62
FDA49,OUT013,1251.94
NCC55,OUT046,607.66
DRD24,OUT019,239.53
NCE55,OUT049,2499.33
FDT33,OUT045,2419.02
NCT53,OUT013,2239.77
FDS26,OUT046,3418.98
FDL22,OUT018,1089.57
FDP44,OUT017,1532.9
FDC52,OUT018,1718
FDI53,OUT010,429.14
FDZ23,OUT046,2728.53
NCT18,OUT013,3069.49
FDR13,OUT046,1487.84
FDB09,OUT010,222.95
FDZ60,OUT013,959.6
FDB11,OUT046,3692.57
FDC10,OUT018,1789.71
FDW56,OUT035,2781.81
FDK14,OUT027,2397.69
DRE27,OUT027,2411.55
FDA38,OUT017,3156.3
FDT11,OUT045,3000.76
FDP15,OUT035,3764.73
FDV27,OUT035,1297
FDS36,OUT027,2383.72
FDY40,OUT027,1421.37
NCF19,OUT049,688.97
FDF53,OUT045,3106.69
FDS14,OUT027,3971.44
FDE56,OUT046,1141.53
FDZ19,OUT035,2302.95
FDZ46,OUT013,1429.84
FDR16,OUT046,4087.43
FDG29,OUT018,505.05
NCE30,OUT017,3040.92
FDZ40,OUT046,799.54
FDG58,OUT018,2215.83
DRH03,OUT013,1253.96
FDZ47,OUT045,1316.88
FDV04,OUT018,2017.79
FDZ10,OUT018,1625.58
FDG46,OUT017,2081.62
NCF07,OUT045,1345.75
FDY44,OUT035,2812.79
FDB21,OUT013,3357.08
FDS20,OUT035,2956.28
FDS49,OUT049,1174.52
FDX55,OUT027,4572.36
NCQ02,OUT018,2557.06
FDR25,OUT013,3880.17
DRG39,OUT045,877.62
FDB46,OUT046,3187.19
NCC30,OUT018,2653.56
FDE58,OUT035,1981.54
FDC05,OUT019,576.08
FDY15,OUT046,2411.3
FDG14,OUT046,2106.02
FDL08,OUT049,3473.83
FDQ47,OUT013,641.65
FDN12,OUT035,1491.98
FDW10,OUT013,1709.38
FDD02,OUT035,1846.17
FDX35,OUT010,402.56
FDT35,OUT046,2665.81
DRN47,OUT019,484.47
FDB11,OUT010,546.75
FDN20,OUT045,2679.61
FDB59,OUT035,2349.21
FDJ58,OUT045,2808.02
FDU60,OUT046,2706.12
FDS03,OUT049,1004.71
FDU40,OUT019,384.72
DRH15,OUT049,733.68
FDD04,OUT027,3121.54
FDQ01,OUT046,3551.08
FDF28,OUT035,1782.96
FDD22,OUT010,382.9
FDY19,OUT046,1786.74
FDN33,OUT035,953.63
FDV36,OUT035,2340.42
FDW01,OUT010,231.74
FDJ28,OUT049,2858.22
FDB17,OUT035,2679.05
FDM40,OUT049,1903.03
FDV46,OUT045,1820.51
FDQ44,OUT049,2128.21
NCD42,OUT046,579.73
DRH37,OUT046,2378.03
FDR10,OUT018,2323.63
NCD06,OUT027,1380.28
